station_id,metro_name,state,city,station_name,station_code,line_name,latitude,longitude,opening_year,interchange_station,platform_count,daily_average_footfall,nearby_landmarks,station_category
MUM045,Mumbai Metro,Maharashtra,Mumbai,Hutatma Chowk,MUM-HUT,Line 3 (Aqua),18.962908,72.828934,2024,No,2,49640,Residential colonies & local markets near Hutatma Chowk,Residential
MUM046,Mumbai Metro,Maharashtra,Mumbai,CSMT Metro,MUM-CSM,Line 3 (Aqua),18.975806,72.834077,2024,No,2,54005,Residential colonies & local markets near CSMT Metro,Residential
MUM047,Mumbai Metro,Maharashtra,Mumbai,Kalbadevi,MUM-KAL,Line 3 (Aqua),18.978736,72.838118,2024,No,2,79983,IT parks & tech offices around Kalbadevi,IT Hub
MUM048,Mumbai Metro,Maharashtra,Mumbai,Girgaon,MUM-GIR,Line 3 (Aqua),18.986919,72.832959,2024,No,2,87243,"Shopping district, offices & markets near Girgaon",Commercial
MUM049,Mumbai Metro,Maharashtra,Mumbai,Grant Road,MUM-GRA,Line 3 (Aqua),18.99698,72.830485,2024,No,2,49448,"Shopping district, offices & markets near Grant Road",Commercial
MUM050,Mumbai Metro,Maharashtra,Mumbai,Mumbai Central Metro,MUM-MUM,Line 3 (Aqua),19.005264,72.830594,2024,No,4,77326,"Railway station, bus terminal & transit hub at Mumbai Central Metro",Railway Connection
MUM051,Mumbai Metro,Maharashtra,Mumbai,Mahalaxmi,MUM-MAH,Line 3 (Aqua),19.009752,72.837038,2024,No,2,28208,Industrial estate & warehouses near Mahalaxmi,Industrial Area
MUM052,Mumbai Metro,Maharashtra,Mumbai,Science Museum,MUM-SCI,Line 3 (Aqua),19.015127,72.823632,2024,No,2,61679,"Shopping district, offices & markets near Science Museum",Commercial
MUM053,Mumbai Metro,Maharashtra,Mumbai,Acharya Atre Chowk,MUM-ACH,Line 3 (Aqua),19.031984,72.840807,2024,No,2,67480,Residential colonies & local markets near Acharya Atre Chowk,Residential
MUM054,Mumbai Metro,Maharashtra,Mumbai,Worli,MUM-WOR,Line 3 (Aqua),19.032505,72.824913,2024,No,2,86197,IT parks & tech offices around Worli,IT Hub
MUM055,Mumbai Metro,Maharashtra,Mumbai,Siddhivinayak,MUM-SID,Line 3 (Aqua),19.040413,72.830498,2024,No,2,64389,Residential colonies & local markets near Siddhivinayak,Residential
MUM056,Mumbai Metro,Maharashtra,Mumbai,Dadar,MUM-DAD,Line 3 (Aqua),19.048412,72.827411,2024,No,2,80271,"Shopping district, offices & markets near Dadar",Commercial
MUM057,Mumbai Metro,Maharashtra,Mumbai,Shitladevi,MUM-SH2,Line 3 (Aqua),19.058682,72.832951,2024,No,2,27296,Industrial estate & warehouses near Shitladevi,Industrial Area
MUM058,Mumbai Metro,Maharashtra,Mumbai,Dharavi,MUM-DHA,Line 3 (Aqua),19.059,72.83337,2024,No,2,41634,Residential colonies & local markets near Dharavi,Residential
MUM059,Mumbai Metro,Maharashtra,Mumbai,BKC,MUM-BKC,Line 3 (Aqua),19.078992,72.831333,2024,No,2,50438,Residential colonies & local markets near BKC,Residential
MUM060,Mumbai Metro,Maharashtra,Mumbai,Vidyanagari,MUM-VI2,Line 3 (Aqua),19.078204,72.830041,2024,No,2,50963,Residential colonies & local markets near Vidyanagari,Residential
MUM061,Mumbai Metro,Maharashtra,Mumbai,Santacruz Metro,MUM-SAN,Line 3 (Aqua),19.089115,72.824289,2024,No,2,65085,"Shopping district, offices & markets near Santacruz Metro",Commercial
MUM062,Mumbai Metro,Maharashtra,Mumbai,CSIA Domestic Airport,MUM-CSI,Line 3 (Aqua),19.095114,72.828787,2024,No,4,56908,Airport terminal & cargo complex at CSIA Domestic Airport,Airport
MUM063,Mumbai Metro,Maharashtra,Mumbai,Sahar Road,MUM-SAH,Line 3 (Aqua),19.108583,72.829352,2024,No,2,45035,Residential colonies & local markets near Sahar Road,Residential
MUM064,Mumbai Metro,Maharashtra,Mumbai,CSIA International Airport,MUM-CS2,Line 3 (Aqua),19.11553,72.825906,2024,No,4,61526,Airport terminal & cargo complex at CSIA International Airport,Airport
MUM065,Mumbai Metro,Maharashtra,Mumbai,MIDC,MUM-MID,Line 3 (Aqua),19.121804,72.830006,2024,No,2,28944,Industrial estate & warehouses near MIDC,Industrial Area
MUM066,Mumbai Metro,Maharashtra,Mumbai,SEEPZ,MUM-SEE,Line 3 (Aqua),19.136667,72.828059,2024,No,2,43580,IT parks & tech offices around SEEPZ,IT Hub
MUM067,Mumbai Metro,Maharashtra,Mumbai,Aarey JVLR,MUM-AA2,Line 3 (Aqua),19.134078,72.828939,2024,No,2,48662,"Shopping district, offices & markets near Aarey JVLR",Commercial
PUN001,Pune Metro,Maharashtra,Pune,PCMC,PUN-PCM,Purple Line,18.652842,73.758802,2022,No,2,41485,"Shopping district, offices & markets near PCMC",Commercial
PUN002,Pune Metro,Maharashtra,Pune,Sant Tukaram Nagar,PUN-SAN,Purple Line,18.639638,73.761569,2022,No,2,23255,Residential colonies & local markets near Sant Tukaram Nagar,Residential
PUN003,Pune Metro,Maharashtra,Pune,Bhosari,PUN-BHO,Purple Line,18.618191,73.776764,2022,No,2,25346,"Shopping district, offices & markets near Bhosari",Commercial
PUN004,Pune Metro,Maharashtra,Pune,Kasarwadi,PUN-KAS,Purple Line,18.60594,73.773639,2022,No,2,29341,Residential colonies & local markets near Kasarwadi,Residential
PUN005,Pune Metro,Maharashtra,Pune,Phugewadi,PUN-PHU,Purple Line,18.594439,73.791107,2022,No,2,33799,"Shopping district, offices & markets near Phugewadi",Commercial
PUN006,Pune Metro,Maharashtra,Pune,Dapodi,PUN-DAP,Purple Line,18.573117,73.793083,2022,No,2,13325,"Colleges, coaching centres & hostels near Dapodi",Educational Zone
PUN007,Pune Metro,Maharashtra,Pune,Bopodi,PUN-BOP,Purple Line,18.562464,73.806453,2022,No,2,26488,IT parks & tech offices around Bopodi,IT Hub
PUN008,Pune Metro,Maharashtra,Pune,Khadki,PUN-KHA,Purple Line,18.551801,73.81424,2022,No,2,18020,Residential colonies & local markets near Khadki,Residential
PUN009,Pune Metro,Maharashtra,Pune,Range Hills,PUN-RAN,Purple Line,18.528742,73.819723,2022,No,2,36440,"Shopping district, offices & markets near Range Hills",Commercial
PUN010,Pune Metro,Maharashtra,Pune,Shivaji Nagar,PUN-SHI,Purple Line,18.514166,73.830034,2022,No,2,19926,Residential colonies & local markets near Shivaji Nagar,Residential
PUN011,Pune Metro,Maharashtra,Pune,Civil Court,PUN-CIV,Purple Line / Aqua Line,18.517212,73.850524,2022,Yes,4,30100,Residential colonies & local markets near Civil Court,Residential
PUN012,Pune Metro,Maharashtra,Pune,Budhwar Peth,PUN-BUD,Purple Line,18.47763,73.841246,2022,No,2,19994,IT parks & tech offices around Budhwar Peth,IT Hub
PUN013,Pune Metro,Maharashtra,Pune,Mandai,PUN-MAN,Purple Line,18.465845,73.855706,2022,No,2,34518,"Shopping district, offices & markets near Mandai",Commercial
PUN014,Pune Metro,Maharashtra,Pune,Swargate,PUN-SWA,Purple Line,18.445394,73.856513,2022,No,2,15002,Residential colonies & local markets near Swargate,Residential
PUN015,Pune Metro,Maharashtra,Pune,Vanaz,PUN-VAN,Aqua Line,18.563099,73.77614,2022,No,2,39713,IT parks & tech offices around Vanaz,IT Hub
PUN016,Pune Metro,Maharashtra,Pune,Anand Nagar,PUN-ANA,Aqua Line,18.562332,73.780185,2022,No,2,23467,"Shopping district, offices & markets near Anand Nagar",Commercial
PUN017,Pune Metro,Maharashtra,Pune,Ideal Colony,PUN-IDE,Aqua Line,18.553107,73.796395,2022,No,2,35162,"Shopping district, offices & markets near Ideal Colony",Commercial
PUN018,Pune Metro,Maharashtra,Pune,Nal Stop,PUN-NAL,Aqua Line,18.544879,73.806827,2022,No,2,23224,Residential colonies & local markets near Nal Stop,Residential
PUN019,Pune Metro,Maharashtra,Pune,Garware College,PUN-GAR,Aqua Line,18.546797,73.820563,2022,No,2,20612,"Colleges, coaching centres & hostels near Garware College",Educational Zone
PUN020,Pune Metro,Maharashtra,Pune,Deccan Gymkhana,PUN-DEC,Aqua Line,18.550895,73.831476,2022,No,2,15975,Residential colonies & local markets near Deccan Gymkhana,Residential
PUN021,Pune Metro,Maharashtra,Pune,Chhatrapati Sambhaji Udyan,PUN-CHH,Aqua Line,18.540392,73.843201,2022,No,2,26831,"Colleges, coaching centres & hostels near Chhatrapati Sambhaji Udyan",Educational Zone
PUN022,Pune Metro,Maharashtra,Pune,PMC,PUN-PMC,Aqua Line,18.544672,73.851051,2022,No,2,28391,"Colleges, coaching centres & hostels near PMC",Educational Zone
PUN023,Pune Metro,Maharashtra,Pune,Mangalwar Peth,PUN-MA2,Aqua Line,18.534225,73.878866,2022,No,2,19725,"Shopping district, offices & markets near Mangalwar Peth",Commercial
PUN024,Pune Metro,Maharashtra,Pune,Pune Railway Station,PUN-PUN,Aqua Line,18.531952,73.890122,2022,No,2,28080,"Railway station, bus terminal & transit hub at Pune Railway Station",Railway Connection
PUN025,Pune Metro,Maharashtra,Pune,Ruby Hall Clinic,PUN-RUB,Aqua Line,18.525377,73.898691,2022,No,2,32279,IT parks & tech offices around Ruby Hall Clinic,IT Hub
PUN026,Pune Metro,Maharashtra,Pune,Bund Garden,PUN-BUN,Aqua Line,18.525263,73.905544,2022,No,2,23329,"Shopping district, offices & markets near Bund Garden",Commercial
PUN027,Pune Metro,Maharashtra,Pune,Yerawada,PUN-YER,Aqua Line,18.517528,73.923267,2022,No,2,18522,Residential colonies & local markets near Yerawada,Residential
PUN028,Pune Metro,Maharashtra,Pune,Kalyani Nagar,PUN-KAL,Aqua Line,18.518772,73.928355,2022,No,2,27410,Residential colonies & local markets near Kalyani Nagar,Residential
PUN029,Pune Metro,Maharashtra,Pune,Ramwadi,PUN-RAM,Aqua Line,18.516663,73.946948,2022,No,2,28670,Residential colonies & local markets near Ramwadi,Residential
NGP001,Nagpur Metro,Maharashtra,Nagpur,Automotive Square,NGP-AUT,Orange Line,21.210017,79.045762,2019,No,2,23123,"Colleges, coaching centres & hostels near Automotive Square",Educational Zone
NGP002,Nagpur Metro,Maharashtra,Nagpur,Nari Road,NGP-NAR,Orange Line,21.206123,79.056879,2019,No,2,41953,IT parks & tech offices around Nari Road,IT Hub
NGP003,Nagpur Metro,Maharashtra,Nagpur,Indora Square,NGP-IND,Orange Line,21.201695,79.055215,2019,No,2,21318,"Colleges, coaching centres & hostels near Indora Square",Educational Zone
NGP004,Nagpur Metro,Maharashtra,Nagpur,Kadbi Chowk,NGP-KAD,Orange Line,21.188068,79.049376,2019,No,2,17997,"Colleges, coaching centres & hostels near Kadbi Chowk",Educational Zone
NGP005,Nagpur Metro,Maharashtra,Nagpur,Gaddigodam,NGP-GAD,Orange Line,21.184979,79.054263,2019,No,2,23658,Residential colonies & local markets near Gaddigodam,Residential
NGP006,Nagpur Metro,Maharashtra,Nagpur,Kasturchand Park,NGP-KAS,Orange Line,21.176685,79.054167,2019,No,2,21392,Residential colonies & local markets near Kasturchand Park,Residential
NGP007,Nagpur Metro,Maharashtra,Nagpur,Zero Mile,NGP-ZER,Orange Line,21.167091,79.056142,2019,No,2,18784,Residential colonies & local markets near Zero Mile,Residential
NGP008,Nagpur Metro,Maharashtra,Nagpur,Sitabuldi,NGP-SIT,Orange Line / Aqua Line,21.154536,79.060666,2019,Yes,6,38872,"Shopping district, offices & markets near Sitabuldi",Commercial
NGP009,Nagpur Metro,Maharashtra,Nagpur,Congress Nagar,NGP-CON,Orange Line,21.143154,79.049252,2019,No,2,27150,IT parks & tech offices around Congress Nagar,IT Hub
NGP010,Nagpur Metro,Maharashtra,Nagpur,Rahate Colony,NGP-RAH,Orange Line,21.143683,79.062039,2019,No,2,25042,"Colleges, coaching centres & hostels near Rahate Colony",Educational Zone
NGP011,Nagpur Metro,Maharashtra,Nagpur,Ajni Square,NGP-AJN,Orange Line,21.127957,79.052138,2019,No,2,14813,Residential colonies & local markets near Ajni Square,Residential
NGP012,Nagpur Metro,Maharashtra,Nagpur,Chhatrapati Square,NGP-CHH,Orange Line,21.123229,79.06267,2019,No,2,30566,"Shopping district, offices & markets near Chhatrapati Square",Commercial
NGP013,Nagpur Metro,Maharashtra,Nagpur,Jaiprakash Nagar,NGP-JAI,Orange Line,21.120527,79.061984,2019,No,2,26873,Residential colonies & local markets near Jaiprakash Nagar,Residential
NGP014,Nagpur Metro,Maharashtra,Nagpur,Ujjwal Nagar,NGP-UJJ,Orange Line,21.104287,79.057815,2019,No,2,23311,"Colleges, coaching centres & hostels near Ujjwal Nagar",Educational Zone
NGP015,Nagpur Metro,Maharashtra,Nagpur,Airport,NGP-AIR,Orange Line,21.096981,79.060658,2019,No,2,31065,Airport terminal & cargo complex at Airport,Airport
NGP016,Nagpur Metro,Maharashtra,Nagpur,Airport South,NGP-AI2,Orange Line,21.084741,79.069641,2019,No,4,29744,Airport terminal & cargo complex at Airport South,Airport
NGP017,Nagpur Metro,Maharashtra,Nagpur,New Airport,NGP-NEW,Orange Line,21.085895,79.067211,2019,No,4,17353,Airport terminal & cargo complex at New Airport,Airport
NGP018,Nagpur Metro,Maharashtra,Nagpur,Khapri,NGP-KHA,Orange Line,21.067777,79.066993,2019,No,2,23191,"Colleges, coaching centres & hostels near Khapri",Educational Zone
NGP019,Nagpur Metro,Maharashtra,Nagpur,Lokmanya Nagar,NGP-LOK,Aqua Line,21.151239,78.994549,2019,No,2,13221,Industrial estate & warehouses near Lokmanya Nagar,Industrial Area
NGP020,Nagpur Metro,Maharashtra,Nagpur,Subhash Nagar,NGP-SUB,Aqua Line,21.153786,79.002753,2019,No,2,19522,IT parks & tech offices around Subhash Nagar,IT Hub
NGP021,Nagpur Metro,Maharashtra,Nagpur,Rachana Ring Road,NGP-RAC,Aqua Line,21.152414,79.010288,2019,No,2,16683,"Colleges, coaching centres & hostels near Rachana Ring Road",Educational Zone
NGP022,Nagpur Metro,Maharashtra,Nagpur,Vasudev Nagar,NGP-VAS,Aqua Line,21.151428,79.009346,2019,No,2,23227,Residential colonies & local markets near Vasudev Nagar,Residential
NGP023,Nagpur Metro,Maharashtra,Nagpur,Bansi Nagar,NGP-BAN,Aqua Line,21.15094,79.021171,2019,No,2,28671,IT parks & tech offices around Bansi Nagar,IT Hub
NGP024,Nagpur Metro,Maharashtra,Nagpur,Dharampeth College,NGP-DHA,Aqua Line,21.146579,79.036533,2019,No,2,15879,"Colleges, coaching centres & hostels near Dharampeth College",Educational Zone
NGP025,Nagpur Metro,Maharashtra,Nagpur,Shankar Nagar Square,NGP-SHA,Aqua Line,21.157522,79.042934,2019,No,2,30351,Residential colonies & local markets near Shankar Nagar Square,Residential
NGP026,Nagpur Metro,Maharashtra,Nagpur,LAD Square,NGP-LAD,Aqua Line,21.152776,79.050433,2019,No,2,22253,Industrial estate & warehouses near LAD Square,Industrial Area
NGP027,Nagpur Metro,Maharashtra,Nagpur,Dharampeth,NGP-DH2,Aqua Line,21.152336,79.053945,2019,No,2,23434,IT parks & tech offices around Dharampeth,IT Hub
NGP028,Nagpur Metro,Maharashtra,Nagpur,Jhansi Rani Square,NGP-JHA,Aqua Line,21.153329,79.063735,2019,No,2,28781,"Colleges, coaching centres & hostels near Jhansi Rani Square",Educational Zone
NGP029,Nagpur Metro,Maharashtra,Nagpur,Institution of Engineers,NGP-INS,Aqua Line,21.15335,79.075544,2019,No,2,18914,IT parks & tech offices around Institution of Engineers,IT Hub
NGP030,Nagpur Metro,Maharashtra,Nagpur,Cotton Market,NGP-COT,Aqua Line,21.160233,79.086483,2019,No,2,43053,"Shopping district, offices & markets near Cotton Market",Commercial
NGP031,Nagpur Metro,Maharashtra,Nagpur,Nagpur Railway Station,NGP-NAG,Aqua Line,21.154393,79.091753,2019,No,2,51037,"Railway station, bus terminal & transit hub at Nagpur Railway Station",Railway Connection
NGP032,Nagpur Metro,Maharashtra,Nagpur,Dosar Vaishya Square,NGP-DOS,Aqua Line,21.154919,79.097702,2019,No,2,14690,Residential colonies & local markets near Dosar Vaishya Square,Residential
NGP033,Nagpur Metro,Maharashtra,Nagpur,Agrasen Square,NGP-AGR,Aqua Line,21.151388,79.105412,2019,No,2,37270,IT parks & tech offices around Agrasen Square,IT Hub
NGP034,Nagpur Metro,Maharashtra,Nagpur,Chitaroli Square,NGP-CHI,Aqua Line,21.152977,79.109094,2019,No,2,33162,Residential colonies & local markets near Chitaroli Square,Residential
NGP035,Nagpur Metro,Maharashtra,Nagpur,Prajapati Nagar,NGP-PRA,Aqua Line,21.157789,79.122369,2019,No,2,28375,"Colleges, coaching centres & hostels near Prajapati Nagar",Educational Zone
BLR001,Bengaluru Metro,Karnataka,Bengaluru,Challaghatta,BLR-CHA,Purple Line,12.959747,77.455571,2016,No,2,79290,"Colleges, coaching centres & hostels near Challaghatta",Educational Zone
BLR002,Bengaluru Metro,Karnataka,Bengaluru,Kengeri,BLR-KEN,Purple Line,12.970291,77.468096,2016,No,2,67408,Residential colonies & local markets near Kengeri,Residential
BLR003,Bengaluru Metro,Karnataka,Bengaluru,Kengeri Bus Terminal,BLR-KE2,Purple Line,12.971202,77.472914,2016,No,2,66782,"Railway station, bus terminal & transit hub at Kengeri Bus Terminal",Railway Connection
BLR004,Bengaluru Metro,Karnataka,Bengaluru,Pattanagere,BLR-PAT,Purple Line,12.965459,77.477374,2016,No,2,90339,IT parks & tech offices around Pattanagere,IT Hub
BLR005,Bengaluru Metro,Karnataka,Bengaluru,Jnanabharathi,BLR-JNA,Purple Line,12.970428,77.490883,2016,No,2,94330,"Shopping district, offices & markets near Jnanabharathi",Commercial
BLR006,Bengaluru Metro,Karnataka,Bengaluru,Rajarajeshwari Nagar,BLR-RAJ,Purple Line,12.974533,77.501794,2016,No,2,60510,Residential colonies & local markets near Rajarajeshwari Nagar,Residential
BLR007,Bengaluru Metro,Karnataka,Bengaluru,Nayandahalli,BLR-NAY,Purple Line,12.970371,77.501979,2016,No,2,87558,IT parks & tech offices around Nayandahalli,IT Hub
BLR008,Bengaluru Metro,Karnataka,Bengaluru,Mysuru Road,BLR-MYS,Purple Line,12.970522,77.515483,2016,No,2,46841,Residential colonies & local markets near Mysuru Road,Residential
BLR009,Bengaluru Metro,Karnataka,Bengaluru,Deepanjali Nagar,BLR-DEE,Purple Line,12.971737,77.521088,2016,No,2,77229,Residential colonies & local markets near Deepanjali Nagar,Residential
BLR010,Bengaluru Metro,Karnataka,Bengaluru,Attiguppe,BLR-ATT,Purple Line,12.974135,77.529736,2016,No,2,42768,Residential colonies & local markets near Attiguppe,Residential
BLR011,Bengaluru Metro,Karnataka,Bengaluru,Vijayanagar,BLR-VIJ,Purple Line,12.971857,77.540979,2016,No,2,76711,Residential colonies & local markets near Vijayanagar,Residential
BLR012,Bengaluru Metro,Karnataka,Bengaluru,Hosahalli,BLR-HOS,Purple Line,12.973454,77.549132,2016,No,2,73680,"Colleges, coaching centres & hostels near Hosahalli",Educational Zone
BLR013,Bengaluru Metro,Karnataka,Bengaluru,Magadi Road,BLR-MAG,Purple Line,12.976623,77.552679,2016,No,2,43656,Industrial estate & warehouses near Magadi Road,Industrial Area
BLR014,Bengaluru Metro,Karnataka,Bengaluru,City Railway Station,BLR-CIT,Purple Line,12.974788,77.570088,2016,No,4,101592,"Railway station, bus terminal & transit hub at City Railway Station",Railway Connection
BLR015,Bengaluru Metro,Karnataka,Bengaluru,Majestic,BLR-MAJ,Purple Line / Green Line,12.973223,77.557456,2014,Yes,6,162748,"Railway station, bus terminal & transit hub at Majestic",Railway Connection
BLR016,Bengaluru Metro,Karnataka,Bengaluru,Sir M. Visvesvaraya,BLR-SIR,Purple Line,12.971567,77.581935,2016,No,2,76885,Residential colonies & local markets near Sir M. Visvesvaraya,Residential
BLR017,Bengaluru Metro,Karnataka,Bengaluru,Vidhana Soudha,BLR-VID,Purple Line,12.978997,77.589811,2016,No,2,77344,"Shopping district, offices & markets near Vidhana Soudha",Commercial
BLR018,Bengaluru Metro,Karnataka,Bengaluru,Cubbon Park,BLR-CUB,Purple Line,12.983944,77.589256,2016,No,2,47942,Residential colonies & local markets near Cubbon Park,Residential
BLR019,Bengaluru Metro,Karnataka,Bengaluru,MG Road,BLR-MGR,Purple Line,12.981886,77.612465,2016,Yes,6,127332,"Shopping district, offices & markets near MG Road",Commercial
BLR020,Bengaluru Metro,Karnataka,Bengaluru,Trinity,BLR-TRI,Purple Line,12.977358,77.61406,2016,No,2,43351,Industrial estate & warehouses near Trinity,Industrial Area
BLR021,Bengaluru Metro,Karnataka,Bengaluru,Halasuru,BLR-HAL,Purple Line,12.979476,77.620648,2016,No,2,116990,"Shopping district, offices & markets near Halasuru",Commercial
BLR022,Bengaluru Metro,Karnataka,Bengaluru,Indiranagar,BLR-IND,Purple Line,12.981775,77.637163,2016,No,2,53001,Industrial estate & warehouses near Indiranagar,Industrial Area
BLR023,Bengaluru Metro,Karnataka,Bengaluru,Swami Vivekananda Road,BLR-SWA,Purple Line,12.990153,77.63938,2016,No,2,50038,Residential colonies & local markets near Swami Vivekananda Road,Residential
BLR024,Bengaluru Metro,Karnataka,Bengaluru,Baiyappanahalli,BLR-BAI,Purple Line,12.991195,77.649069,2016,No,2,57480,Industrial estate & warehouses near Baiyappanahalli,Industrial Area
BLR025,Bengaluru Metro,Karnataka,Bengaluru,Benniganahalli,BLR-BEN,Purple Line,12.991471,77.657007,2016,No,2,58485,Residential colonies & local markets near Benniganahalli,Residential
BLR026,Bengaluru Metro,Karnataka,Bengaluru,KR Puram,BLR-KRP,Purple Line,12.986598,77.667001,2016,No,2,57200,Industrial estate & warehouses near KR Puram,Industrial Area
BLR027,Bengaluru Metro,Karnataka,Bengaluru,Mahadevapura,BLR-MAH,Purple Line,12.99807,77.677091,2016,No,2,51409,Residential colonies & local markets near Mahadevapura,Residential
BLR028,Bengaluru Metro,Karnataka,Bengaluru,Garudacharpalya,BLR-GAR,Purple Line,12.985275,77.685891,2016,No,2,70951,Residential colonies & local markets near Garudacharpalya,Residential
BLR029,Bengaluru Metro,Karnataka,Bengaluru,Hoodi,BLR-HOO,Purple Line,12.987289,77.689175,2016,No,2,115891,"Shopping district, offices & markets near Hoodi",Commercial
BLR030,Bengaluru Metro,Karnataka,Bengaluru,Seetharamapalya,BLR-SEE,Purple Line,12.992541,77.699387,2016,No,2,66762,IT parks & tech offices around Seetharamapalya,IT Hub
BLR031,Bengaluru Metro,Karnataka,Bengaluru,Kundalahalli,BLR-KUN,Purple Line,12.991142,77.707716,2016,No,2,74801,Residential colonies & local markets near Kundalahalli,Residential
BLR032,Bengaluru Metro,Karnataka,Bengaluru,Nallurhalli,BLR-NAL,Purple Line,12.99215,77.717543,2016,No,2,120083,"Shopping district, offices & markets near Nallurhalli",Commercial
BLR033,Bengaluru Metro,Karnataka,Bengaluru,Sri Sathya Sai Hospital,BLR-SRI,Purple Line,12.984998,77.726777,2016,No,2,62249,"Shopping district, offices & markets near Sri Sathya Sai Hospital",Commercial
BLR034,Bengaluru Metro,Karnataka,Bengaluru,Pattandur Agrahara,BLR-PA2,Purple Line,12.989146,77.727785,2016,No,2,43462,Residential colonies & local markets near Pattandur Agrahara,Residential
BLR035,Bengaluru Metro,Karnataka,Bengaluru,Kadugodi Tree Park,BLR-KAD,Purple Line,12.993184,77.741516,2016,No,2,98440,"Shopping district, offices & markets near Kadugodi Tree Park",Commercial
BLR036,Bengaluru Metro,Karnataka,Bengaluru,Channasandra,BLR-CH2,Purple Line,12.991767,77.75252,2016,No,2,56491,Residential colonies & local markets near Channasandra,Residential
BLR037,Bengaluru Metro,Karnataka,Bengaluru,Whitefield (Kadugodi),BLR-WHI,Purple Line,12.990302,77.756576,2016,No,2,54399,IT parks & tech offices around Whitefield (Kadugodi),IT Hub
BLR038,Bengaluru Metro,Karnataka,Bengaluru,Madavara,BLR-MAD,Green Line,13.053953,77.499837,2014,No,2,84693,"Shopping district, offices & markets near Madavara",Commercial
BLR039,Bengaluru Metro,Karnataka,Bengaluru,Chikkabidarakallu,BLR-CHI,Green Line,13.051718,77.499505,2014,No,2,77955,Residential colonies & local markets near Chikkabidarakallu,Residential
BLR040,Bengaluru Metro,Karnataka,Bengaluru,Manjunathanagar,BLR-MAN,Green Line,13.048019,77.506285,2014,No,2,47698,"Colleges, coaching centres & hostels near Manjunathanagar",Educational Zone
BLR041,Bengaluru Metro,Karnataka,Bengaluru,Nagasandra,BLR-NAG,Green Line,13.033604,77.502242,2014,No,2,74998,"Shopping district, offices & markets near Nagasandra",Commercial
BLR042,Bengaluru Metro,Karnataka,Bengaluru,Dasarahalli,BLR-DAS,Green Line,13.034925,77.511356,2014,No,2,110294,"Shopping district, offices & markets near Dasarahalli",Commercial
BLR043,Bengaluru Metro,Karnataka,Bengaluru,Jalahalli,BLR-JAL,Green Line,13.029348,77.515063,2014,No,2,84129,IT parks & tech offices around Jalahalli,IT Hub
BLR044,Bengaluru Metro,Karnataka,Bengaluru,Peenya Industry,BLR-PEE,Green Line,13.025241,77.52151,2014,No,2,56879,Industrial estate & warehouses near Peenya Industry,Industrial Area
BLR045,Bengaluru Metro,Karnataka,Bengaluru,Peenya,BLR-PE2,Green Line,13.015305,77.517124,2014,No,2,82694,"Shopping district, offices & markets near Peenya",Commercial
BLR046,Bengaluru Metro,Karnataka,Bengaluru,Goraguntepalya,BLR-GOR,Green Line,13.010109,77.525269,2014,No,2,88282,Residential colonies & local markets near Goraguntepalya,Residential
BLR047,Bengaluru Metro,Karnataka,Bengaluru,Yeshwanthpur,BLR-YES,Green Line,13.013035,77.525781,2014,No,2,72617,Residential colonies & local markets near Yeshwanthpur,Residential
BLR048,Bengaluru Metro,Karnataka,Bengaluru,Sandal Soap Factory,BLR-SAN,Green Line,12.994663,77.524359,2014,No,2,59850,"Shopping district, offices & markets near Sandal Soap Factory",Commercial
BLR049,Bengaluru Metro,Karnataka,Bengaluru,Mahalakshmi,BLR-MA2,Green Line,12.995246,77.531403,2014,No,2,84763,Residential colonies & local markets near Mahalakshmi,Residential
BLR050,Bengaluru Metro,Karnataka,Bengaluru,Rajajinagar,BLR-RA2,Green Line,12.991474,77.536522,2014,No,2,64243,Residential colonies & local markets near Rajajinagar,Residential
BLR051,Bengaluru Metro,Karnataka,Bengaluru,Mahakavi Kuvempu Road,BLR-MA3,Green Line,12.986554,77.543092,2014,No,2,59062,IT parks & tech offices around Mahakavi Kuvempu Road,IT Hub
BLR052,Bengaluru Metro,Karnataka,Bengaluru,Srirampura,BLR-SR2,Green Line,12.980021,77.539434,2014,No,2,62393,"Shopping district, offices & markets near Srirampura",Commercial
BLR053,Bengaluru Metro,Karnataka,Bengaluru,Mantri Square Sampige Road,BLR-MA4,Green Line,12.978805,77.540109,2014,No,2,74521,Residential colonies & local markets near Mantri Square Sampige Road,Residential
BLR054,Bengaluru Metro,Karnataka,Bengaluru,Chickpete,BLR-CH3,Green Line,12.966097,77.557107,2014,No,2,41335,Residential colonies & local markets near Chickpete,Residential
BLR055,Bengaluru Metro,Karnataka,Bengaluru,KR Market,BLR-KRM,Green Line,12.959177,77.561792,2014,No,2,71649,"Shopping district, offices & markets near KR Market",Commercial
BLR056,Bengaluru Metro,Karnataka,Bengaluru,National College,BLR-NAT,Green Line,12.955308,77.553143,2014,No,2,41001,"Colleges, coaching centres & hostels near National College",Educational Zone
BLR057,Bengaluru Metro,Karnataka,Bengaluru,Lalbagh,BLR-LAL,Green Line,12.951083,77.556878,2014,No,2,61745,Residential colonies & local markets near Lalbagh,Residential
BLR058,Bengaluru Metro,Karnataka,Bengaluru,South End Circle,BLR-SOU,Green Line,12.942949,77.565067,2014,No,2,60360,Residential colonies & local markets near South End Circle,Residential
